程序导标记，不用翻译,,
STRID,LAN,Remark
MSG_DODGE_HINT,"When attacked by level %d enemy, %.2f%% chance to dodge.",
msg_drop_credit_show,"In %s, you earned %d reputation points.",
MSG_DUEL,Duel,
MSG_DUEL_AGREE,%s agree to duel with you.,
MSG_DUEL_BEGIN,Duel start %d,
MSG_DUEL_CANCELED,Duel cancelled,
MSG_DUEL_DISAGREE,%s does not agree duel with you.,
MSG_DUEL_ERR1,Your invitation has not been replied.,
MSG_DUEL_ERR2,This player is in duel now.,
MSG_DUEL_ERROR1,"You are in the battle, you can't duel.",
MSG_DUEL_ERROR2,"The player is in battle, he/she can't duel.",
MSG_DUEL_ERROR3,You are in duel now.,
MSG_DUEL_ERROR4,The player is in duel already.,
MSG_DUEL_ERROR5,Two sides are too far to duel.,
MSG_DUEL_INVITE,"%s want to challenge you to a duel, do you agree?",
MSG_DUEL_OVER,Duel finished,
MSG_DUEL_TITLE_INVITE,Challenge a duel,
msg_duel_winner_is,%s defeated %s in duel.,
msg_dungeon_begin_already,Competition just started.,
msg_dungeon_col_avglev,Avg. Level,
msg_dungeon_col_leader,Captain,
msg_dungeon_col_level_pve,PVE Level,
msg_dungeon_col_level_pvp,PVP Level,
msg_dungeon_col_team,Group,
msg_dungeon_create_scene_failed,Failed in creating scenario scene.,
msg_dungeon_error1,You cannot join another team now.,
msg_dungeon_error2,Invitee cannot join your team now.,
msg_dungeon_fail,Failed.,
msg_dungeon_joinlimit_n,You can attend this type of competition at most %d times everyday.  You still can enter the group competition by training mode.,
msg_dungeon_joinlimit_single,"Every player can attend this type of competition at most %d times everyday.  %s can not attend anymore today, please invite others.",
msg_dungeon_kaishi,Start,
msg_dungeon_map1,"Protect Master Ku from being attacked by monsters.  The more successful rounds, the more experience and energy to be rewarded. And extra experience and rewards will be accumulated after round 20.  Each player can enter into this arena 3 times at most per day.",
msg_dungeon_map2,"The maximum fighting time in this map is one hour.  Points can be got by killing players of the enemy or NPC.  During the valid time, the one that succeed to defeat the Tree of Life of the enemy will be the winner.  If neither Tree of Life is defeat, the one with the higher points will be the winner.  Each player can participate twice per day.",
msg_dungeon_min_level,Only available to player at level %s and higher.,
msg_dungeon_mode1,Competition,
msg_dungeon_mode2,Training,
msg_dungeon_mustindungeon,Must be in the group arena.,
msg_dungeon_mustnotindungeon,Can not be in the group arena.,
msg_dungeon_no_trade,Can't do training if you choose this type of map.,
msg_dungeon_not_open_yet,Group Arena closed temporarily.,
msg_dungeon_notopen,This map has not open yet.,
msg_dungeon_only,Only can be used in group arena.,
msg_dungeon_pair_state0,Not attending the competition.,
msg_dungeon_pair_state1,"Attending [%s], auto matching, (%s) ...",
msg_dungeon_pair_state2,Waiting for member to get ready...,
msg_dungeon_pair_state3,"In group arena [%s], (%s)",
msg_dungeon_pair_success,Application submitted successfully.  System will assign the group members.  Please wait...,
msg_dungeon_passwd,Please enter room password:,
msg_dungeon_protect_lev,Round %d,
msg_dungeon_pvppair_success,Application submitted successfully.  System is seeking the opponents of similar strength for you.  Please wait...,
msg_dungeon_quit_confirm,Are you sure to quit the competition?,
msg_dungeon_qxzhunbei,Cancel,
msg_dungeon_reach_maxcount,This type of competition reached maximum amount.,
msg_dungeon_reinvite,%s refused your invitation.,
msg_dungeon_room_btn_ok,OK,
msg_dungeon_room_err1,This room is not in ready state.,
msg_dungeon_room_err10,Full members in Team 1.,
msg_dungeon_room_err11,Full members in Team 2.,
msg_dungeon_room_err12,"You are in a team now, so you cannot create room.",
msg_dungeon_room_err13,"You are in battle now, so you cannot create room.",
msg_dungeon_room_err14,"You are in a scenario now, so you cannot create room.",
msg_dungeon_room_err15,You cannot create room of this type before reaching level %d.,
msg_dungeon_room_err16,"You have a room already, so you cannot create a new one.",
msg_dungeon_room_err17,"The number of rooms has reached max, so new room cannot be created now.",
msg_dungeon_room_err18,Room owner cannot change team.,
msg_dungeon_room_err19,You cannot join your own team.,
msg_dungeon_room_err2,%s is already in a room.,
msg_dungeon_room_err20,Room owner cannot be kicked from the room.,
msg_dungeon_room_err21,%s is offline.,
msg_dungeon_room_err22,Team cannot be changed in PVE.,
msg_dungeon_room_err23,You have no room.,
msg_dungeon_room_err3,%s has not reached level %d.,
msg_dungeon_room_err4,%s has entered a wrong password.,
msg_dungeon_room_err5,%s's level is lower than the required level of this room.,
msg_dungeon_room_err6,%s cannot join the room because of being in a team.,
msg_dungeon_room_err7,%s cannot join the room because of being in battle status.,
msg_dungeon_room_err8,%s cannot join the room because of being in scenario.,
msg_dungeon_room_err9,Only Team 1 is available to PVE.,
msg_dungeon_room_error1,You have been kicked from the room.,
msg_dungeon_room_error2,"Room owner has left, so room was disbanded.",
msg_dungeon_room_error3,"You have left the room, so the room was disbanded.",
msg_dungeon_room_error4,You left the room.,
msg_dungeon_room_invite1,"[%s] invited you to join room [%s], do you agree?",
msg_dungeon_room_invite2,Please enter the name of invitee:,
msg_dungeon_room_invite3,Are you sure to leave the room?,
msg_dungeon_room_invite4,Are you sure to kick %s?,
msg_dungeon_room_request,Your application to attend [%s] has been matched successfully.  Click OK after you get ready.,
msg_dungeon_room_timeout,"Not enough players, your application to attend [%s] failed. ",
msg_dungeon_room1,Player %s has not get ready.,
msg_dungeon_room2,Player %s is offline.,
msg_dungeon_room3,Player %s has reached the max numbers of competition in the day.,
msg_dungeon_room4,This arena allows %d players in a team at most.,
msg_dungeon_room5,"At least two teams are needed for PVP, and the second team must have at least 1 player.",
msg_dungeon_room6,Each team must have at least %d players to participate this Arena.,
msg_dungeon_room7,"The previous Arena has not been cleared away, please try later.",
msg_dungeon_search,Please enter the room number:,
msg_dungeon_selamap,Please select a map first.,
msg_dungeon_state0,Waiting,
msg_dungeon_state1,Fighting,
msg_dungeon_txt1,"Info: Monsters come in waves to attack NPC Master Ku.  You must defeat the monsters to protect Master Ku from being killed.  The more waves you succeed to resist, the more rewards you will get.  (Experience, Energy, Money and PVE Score)",
msg_dungeon_txt2,Info: You must defeat the landmark of the enemy with the help of NPC or accumulate the higher points to be the winner.,
msg_dungeon_type1,Defense,
msg_dungeon_type2,Confrontation,
msg_dungeon_win,Grand Victory!,
msg_dungeon_zhunbei,Ready,
msg_dungeonteam_destroy_err1,"Before you disband the group, please wait for a while.",
msg_ectype_leavefailed,Failed to quit scenario.,
msg_ectype_max,Scenario just reached maximum amount limit.  Please try later again.,
MSG_ECTYPE_RIDE_ERR_1,"In scenario, you only can ride mount with Plus Rank %d or above.",
msg_effect_time1,%d day %d hour %d min left,
msg_effect_time2,%d hour %d min left,
MSG_ENCHANT,Soul Infusion,
msg_enchant_clear_ask,Are you sure to remove Soul Infusion from [%s]?,
MSG_ENCHANT_ERROR1,Can't find this item in your item box.,
MSG_ENCHANT_ERROR2,Can't find Nimbus Quartz in your item box.,
MSG_ENCHANT_ERROR3,Can't find Soul Quartz in your item box.,
MSG_ENCHANT_ERROR4,This item can't be infused with soul power.,
MSG_ENCHANT_ERROR5,Please place Nimbus Quartz in.,
MSG_ENCHANT_ERROR6,Please place Soul Quartz in.,
MSG_ENCHANT_ERROR7,This item has already been infused with soul power.,
MSG_ENCHANT_ERROR8,Please place Talisman or defense gear for soul infusion.,
MSG_ENCHANT_ERROR9,You can't do soul infusion because you can't equip this item.,
MSG_ENCHANT_HINT,"Please place proper items in the above 3 blanks, then the preview will be shown.",
MSG_ENCHANT_ITEM1,Talisman / Defense Gear,
MSG_ENCHANT_ITEM2,Nimbus Quartz,
MSG_ENCHANT_ITEM3,Soul Quartz,
msg_enchant_luck_err,The Weapon Talisman with Soul Infusion cannot be used as Fortune Item.,
MSG_ENCHANTCLEAR_ERROR1,No gems in item box.,
MSG_ENCHANTCLEAR_ERROR2,Not suitable gem.,
MSG_ENCHANTCLEAR_ERROR3,This item does not need remove Soul Infusion.,
msg_enemy_add_enemy_hint,Add into Foe List,
msg_enemy_input_user_name,Please input the name of your foe.,
msg_enemy_title,Foe List,
msg_enemy_user_lost,Revenge,
msg_enemy_user_name,Foe name.,
msg_enemy_user_stat,State,
msg_enemy_user_win,Being Killed,
msg_energy,Stamina,
msg_enter_battle,Enter Battle,
msg_enter_dungeon_dead,"Being dead, %s cannot enter Arena.",
msg_enter_dungeon_room_wrong,"You have a room already, so you cannot enter another room.",
msg_enter_pk_plaza,Please switch your PK mode now by Ctrl + X.,
MSG_EQUIP_CONFIRM,"After equipped [%s], it will be bound forever.
Are you sure to bind this item?",
MSG_EQUIP_CONFIRM_,Bind Confirmed,
MSG_EQUIP_ERROR_HAVEOFFHAND,Equipping error.,
MSG_EQUIP_ERROR1,This item can't be equipped.,
MSG_EQUIP_ERROR2,Item not matched with profession.,
MSG_EQUIP_ERROR3,Item in use can't be equipped.,
MSG_EQUIP_ERROR4,Item can't be equipped while you are casting a magic.,
MSG_EQUIP_ERROR5,Can't be equipped in current state.,
MSG_EQUIP_ERROR6,Can't change your Talisman while in battle.,
MSG_EQUIP_ERROR7,You can't equip two same assistant Talisman.,
MSG_EQUIP_ERROR8,You can't unequip your Talisman while in battle.,
msg_error,error ,
msg_error_ectype_notfind,Scenario can't found.,
msg_event_create_level_up,You earned one level up.,
msg_event_hp_level_up,HP increased %d points.,
msg_event_mp_level_up,Mana increased %d points.,
msg_exit_game,Are you sure to quit?,
msg_exit_game_err1,You are in battle status.  Please log out later.,
MSG_EXP_X,%s%s%d Experience,
msg_expr_add_underling_npc,Summon Guard,
msg_expr_ai_invalid,AI Invalid,
msg_expr_create_npc,Generate NPC,
msg_expr_delete_npc,NPC Disappear,
msg_expr_set_ai,AI Setting ,
msg_extend_bag_active,Extended.,
msg_extend_bag_no_active,Unextended.,
MSG_FINAL_SKILL,Final strike: damage depend on  fighting points,
msg_fire,Fire,
msg_firearm,Fire Resist,
MSG_FIREARM_HINT,"To level %d enemy, fire damage decrease: %.2f%% ",
msg_float_info1,Upward,
msg_float_info2,Downward,
msg_float_info3,Arc,
msg_float_info4,None,
msg_fo,Buddha,
msg_foarm,Buddha Resist,
MSG_FOARM_HINT,"To level %d enemy, buddha damage decrease: %.2f%% ",
msg_follow_pop_menu_add_info,Follow,
msg_follow1,You are in following status.,
msg_follow2,Too far to follow.,
msg_friend_add_friend_hint,Add as friend,
msg_friend_block_list_full,"Black list is full,  you can't add now.",
msg_friend_code_no_complete,"[%s] ID can't be confirmed, no code written here!",
msg_friend_code_no_complete2,"Dear, no codes written here.",
msg_friend_code_no_complete3,"Player ID can't be confirmed, no codes written here.",
msg_friend_enemy_list_full,"Foe List is full, you can't add foe.",
msg_friend_enterworld,Your friend [%s] has come online.,
msg_friend_friend_list_full,"Friend list is full,  you can't add friend now.",
msg_friend_input_user_name,Please input the name you want to add as friend.,
msg_friend_leaveworld,Your friend [%s] is just offline.,
msg_friend_offline,Offline,
msg_friend_online,Online,
msg_friend_other_add_you,[%s] has put you to his/her Friend List.,
msg_friend_other_add_you_add_info,[%s] has put you to his/her Friend List.  Would you add him/her also?,
msg_friend_other_already_your_block,[%s] is already in your black list!,
msg_friend_other_already_your_enemy,[%s] is already in your foe list!,
msg_friend_other_already_your_friend,Player [%s] is already your friend!,
msg_friend_other_del_your,[%s] has removed you from his/her Friend List.,
msg_friend_other_is_not_your_block,This player is not in your black list.,
msg_friend_other_is_not_your_enemy,This player is not in your foe list.,
msg_friend_other_is_not_your_friend,This player is not your friend.,
msg_friend_this_user_not_exist,Player [%s] does not exist.,
msg_friend_title,Friend List,
msg_friend_user_info_flag,"[%s]
status: %s
profession: %s
level: %d
area: %s",
msg_friend_user_info_flag1,Unknown,
msg_friend_user_name,Friend Name,
msg_friend_user_stat,Status,
msg_full_screen_can_not_switch_chat_window,Can't change chatting window in full screen mode.,
msg_function_not_realized,This function not open yet.,
MSG_FUSE_ERROR1,"Place unidentified item to the left, place Identify Gem to the right.",
MSG_FUSE_ERROR2,You must place Talisman or item first.,
MSG_FUSE_ERROR3,You must place gem.,
MSG_FUSE_ERROR4,Only rare items can be identified.,
msg_game_setting_text,"Your graphics setting has been changed,  do you want to save the changes?


Back to original setting in %2d seconds.",
msg_game_setting_title,Graphics Setting ,
msg_gemmy_ask,"Socket Magicstone on [%s], %d days later, the Magicstone power will disappear automatically.  Are you sure to socket?",
msg_gemmy_clear_ask,Are you sure to remove the Magicstone power from [%s]?,
MSG_GEMMY_ERROR1,Can't find this item in your item box.,
MSG_GEMMY_ERROR2,Can't find Magicstone in your item box.,
MSG_GEMMY_ERROR3,This item can't socket with Magicstone.,
MSG_GEMMY_ERROR4,This item can't socket with Magicstone anymore.,
MSG_GEMMY_ERROR5,This Magicstone only can be socketed on higher level item.,
MSG_GEMMY_ERROR6,This Magicstone can't be socketed on this kind of item.,
MSG_GEMMY_ERROR7,"Socket failed, because you can't equip it if it's socketed.", 
MSG_GEMMYCLEAR_ERROR1,Can not find Purge Crystal in your item box.,
MSG_GEMMYCLEAR_ERROR2,Please place Purge Crystal in.,
MSG_GEMMYCLEAR_ERROR3,This item does not need remove Magicstone power.,
MSG_GENDER_MUST_BE,Gender must be %s.,
MSG_GET_, got ,
msg_get_exp,You earned Experience %d points.,
msg_get_item,%s got the item: %s,
msg_get_item_failed,Failed in getting items.,
msg_get_warflag_error,Apply for the command flag only once in 30 minutes.,
MSG_GETITEM,%s got the item: [%s],
msg_god1,Base,
msg_god1_1,Base (early),
msg_god1_2,Base (medium),
msg_god1_3,Base (mature),
msg_god10,Unknown,
msg_god10_1,Unknown,
msg_god10_2,Unknown,
msg_god10_3,Unknown,
msg_god11,%03.4f%%,
msg_god12,"Use Occult Berry.  Earn Exp. %d points, Energy %d points, and cost %d Berries every hour.",
msg_god13,"Use Pith of Energy Stone.  Earn Energy %d points, and cost %d pieces of Pith every hour.",
msg_god14,It costs Soul Power %d points every hour to earn Exp. %d points and Energy %d points.,
msg_god15,It will exceed the maximum of your current Energy.  You can't obtain.,
msg_god16,%d  /  %d,
msg_god17,%d  /  %d,
msg_god18,%d  /  Max: %d,
msg_god19,%d  /  Max: %d,
msg_god2,Sprout,
msg_god2_1,Sprout (early),
msg_god2_2,Sprout (medium),
msg_god2_3,Sprout (mature),
msg_god20,"By doing the secret exercise this time, you consumed Soul Power %d points, gained Experience %d points and Energy %d points, and consumed %d pieces of Occult Berry and %d pieces of  Pith of Energy Stone.",
msg_god21,You need reach level 10 to use the Soul function.,
msg_god22,Occult Berry is only available to player at level %d and above.,
msg_god3,Inclusion,
msg_god3_1,Inclusion (early),
msg_god3_2,Inclusion (medium),
msg_god3_3,Inclusion (mature),
msg_god4,Princekin,
msg_god4_1,Princekin (early),
msg_god4_2,Princekin (medium),
msg_god4_3,Princekin (mature),
msg_god5,Vigor,
msg_god5_1,Vigor (early),
msg_god5_2,Vigor (medium),
msg_god5_3,Vigor (mature),
msg_god6,Wonder,
msg_god6_1,Wonder (early),
msg_god6_2,Wonder (medium),
msg_god6_3,Wonder (mature),
msg_god7,Genius,
msg_god7_1,Genius (early),
msg_god7_2,Genius (medium),
msg_god7_3,Genius (mature),
msg_god8,Fission,
msg_god8_1,Fission (early),
msg_god8_2,Fission (medium),
msg_god8_3,Fission (mature),
msg_god9,Zenith,
msg_god9_1,Zenith (early),
msg_god9_2,Zenith (medium),
msg_god9_3,Zenith (mature),
msg_godblock,"You feel the practice seems to encounter a bottleneck, unable to break through!",
msg_godok,Normal State,
MSG_GOLD_NOTENOUGH,Not enough gold.,
MSG_GOLD_STYLE1,%s%s%d gold %d silver %d copper,
MSG_GOLD_STYLE2,%s%s%d silver %d copper,
MSG_GOLD_STYLE3,%s%s%d copper,
msg_greentoblue_fail,Upgrade failed.,
msg_greentoblue_success,Upgrade success.,
msg_gtob_ask,Are you sure to upgrade [%s] quality?,
msg_gtob_must_canequip,You do not reach the requirement to equip the target.,
msg_gtob_must_green,The quality of the item does not match.,
msg_gtob_must_weaarm,The item must be a Talisman or defense gear.,
MSG_GUILD,Guild,
msg_guild_build,[%s] succeeded to establish the Guild [%s]!  Congratulations!!,
msg_guild_call_boss,Guild %s has summoned BOSS %s.,
msg_guild_levup,Guild [%s] has upgraded to level [%d] through teamwork.,
MSG_GUILD_MEMBER_MAX,Upper Limit,
MSG_GUILD_NEXTTM,"Guild War's durations are Tuesday (PST 13:00-14:00) and Thursday (PST 7:00-8:00) every week.  All participated guild shall make application at least 1 hour before the War begins. 

The upcoming Guild War duration: %s",
msg_guild_win,Guild [%s] won the City War and earned 5000 Contribution Value.,
msg_guildmaster_kill,Master Guild %s was defeated by %s!!! ,
MSG_GUILDWAR,Guild War Bulletin,
MSG_GUILDWAR_ASK,Are you sure to declare war on guild [%s] and pay %s gold?,
MSG_GUILDWAR_BEGIN,Guild War starts.,
MSG_GUILDWAR_END,Guild War ended.,
MSG_GUILDWAR_ERROR1,Failed to find the guild you are searching.,
MSG_GUILDWAR_ERROR2,"You don't belong to any guild, so you cannot start a war.",
MSG_GUILDWAR_LSTTM,updated: %s-%s-%s,
MSG_GUILDWAR_NOTOPEN,Guild War system is not available now.,
MSG_GUILDWAR_WORLD1,"Guild %s has declared war on guild %s.  The war will start at %s.  During the guild war, the two guilds can attack each other without PK punishment and PK value.",
MSG_GUILDWAR_WORLD2,"Our guild will have Guild War with guild %s, please prepare for that.  Guild war time: %s.",
MSG_GUILDWAR_WORLD3,"Our guild is in guild war with guild %s now.  It will last to %s.  During the guild war, the two guilds can attack each other without PK punishment and PK value.",
MSG_GUILDWAR_WORLD4,Guild War is ongoing.,
msg_guildwar1,"You have no guild, so you cannot declare war.",
msg_guildwar10,You cannot declare war now.,
msg_guildwar11,"The target guild is under level %d, so you cannot declare war on it.",
msg_guildwar12,"Your guild level is under level %d, so you cannot declare war.",
msg_guildwar2,Only guild leader can declare war.,
msg_guildwar3,The guild does not exist.,
msg_guildwar4,You cannot declare war on your own guild.,
msg_guildwar5,"Your guild has declared war on another guild, so please declare again after the end of this war.",
msg_guildwar6,"Another has declared war on your guild, so please declare again after the end of this war.",
msg_guildwar7,"This guild has declared war another guild, so please declare again after the end of their war.",
msg_guildwar8,"Another guild has declared war on this guild, so please declare again after the end of their war.",
msg_guildwar9,You don't have enough money. At least %d gold is required to declare guild war.,
msg_help_no_find_help,No related help information found.,
msg_helplevup1,Currently no suitable quest,
msg_helplevup2,Currently no suitable scenario,
msg_hint_actor,Attribute,
MSG_HINT_CURRENT_EQUIP_PREFIX,Current Equipment,
msg_hint_friend,Community,
msg_hint_guild,Guild,
msg_hint_item,Item,
msg_hint_skill,Skill,
msg_hint_system,System,
msg_hint_task,Quest,
msg_hitrate,Hit Rate,
MSG_HOUR,%d h,Effect Display
msg_hour_before, %d hours ago,
MSG_HOUR2,Hour,
msg_hp,HP,
MSG_HP_ADD,HP increase %d  points.,
MSG_HP_GE,HP should higher than (including) %d.,
MSG_HP_LE_,HP should lower than (including) %d.,
MSG_HP_REACH_MAX,You reached your maximum health points.,
msg_hp_reg,HP Recover Speed,
msg_husong_usetime,Consumed Time:  %02d:%02d:%02d,
MSG_IDENTIFY,Identify,
MSG_IDENTIFY_ERROR1,No identify items found in item box.,
MSG_IDENTIFY_ERROR2,No identify gems found in item box.,
MSG_IDENTIFY_ERROR3,This item can't be identified.,
MSG_IDENTIFY_ERROR4,This item doesn't need to identify.,
MSG_IDENTIFY_ERROR5,Identify gem is not matched with the item.,
MSG_IDENTIFY_FAIL,Identify Failed,
MSG_IDENTIFY_SUCCESS,Identify Succeed,
msg_in_block_list,"You are listed in his/her Block List, so operation failed.",
msg_input_bulletin_to,Please input the name you want to send bulletin to: ,
msg_input_callfriend,Please input the player's name: ,
msg_invalid_language,"Invalid, because the words you inputted are not qualified or contain coarse language. ",
MSG_INVALID_POS,Invalid position.,
MSG_ISLINE_FAIL,Target is out of attack range.,
msg_item_autotel_to,Teleport to: %s,
MSG_ITEM_BIND_EQUIP,Bound after equipped.,
MSG_ITEM_BIND_PICK,Bound after pick up.,
MSG_ITEM_BINDED,Bound,
MSG_ITEM_BUSY,Item is not available.,
MSG_ITEM_CANNOT_PUT,Not enough blanks in your item box.,
MSG_ITEM_CANNOT_RELEASE,This item can't be released.,
msg_item_code_invalid,"Illegal item code, please contact a GM.",
MSG_ITEM_COPPER,Copper ,
msg_item_count_in_group, %d per group,
MSG_ITEM_COUNT_TOO_MUCH,Cannot keep more related items.,
MSG_ITEM_DIVIDE_FAIL,Split failed.,
MSG_ITEM_FULL,Your item box is full.,
MSG_ITEM_FUSE_CONFIRM,"After the Talisman being merged, it will be bound.  You can't trade it any more.  Are you sure to merge?",
MSG_ITEM_FUSE_FAIL,Merge Failed,
MSG_ITEM_FUSE_SUCCESS,Merge Succeed,
MSG_ITEM_GEMMY,Magicstone: ,
MSG_ITEM_GEMMY_FAILED,Soul infusion failed.,
MSG_ITEM_GEMMY_SUCCESS,Soul infusion success.,
MSG_ITEM_GEMMY_VALID, (%d days) ,
MSG_ITEM_GEMMY_VALID_1, (less than 1 day) ,
MSG_ITEM_GOLD,Gold ,
msg_item_hint_max_begin, [Max: ,
msg_item_hint_max_end,] ,
MSG_ITEM_HIT_IS,Hit: %d,
msg_item_level,Item Level ,
MSG_ITEM_LEVEL_IS, (level %d) ,
MSG_ITEM_MAX_UPDATE_LEV,Maximum enhancing level: %d,
MSG_ITEM_NEED_MORE_COUNT,Not enough necessary items.,
msg_item_needlevel,need reach level ,
MSG_ITEM_NIMBUS_IS,Energy: %d/%d,
MSG_ITEM_NO_SPACE,Not enough space in your item box.,
MSG_ITEM_NOT_FOUND,Can't find this item in the item box.,
MSG_ITEM_PRICE,Price,
MSG_ITEM_PRICE_ALL,Total Price,
msg_item_safesmith_need_cnt,%d has been consumed.,
msg_item_safesmith8,Special Combination,
msg_item_signed1,It has been signed.,
msg_item_signed10,Signed item cannot be deleted.,
msg_item_signed11,"It has been signed, so it cannot be transferred.",
msg_item_signed12,Signature will be removed %d hours later.  Then you need re-login to update the equipment's state.,
msg_item_signed13,Signature will be removed %d minutes later.  Then you need re-login to update the equipment's state.,
msg_item_signed14,Signature will be removed %d seconds later.  Then you need re-login to update the equipment's state.,
msg_item_signed15,Signature,
msg_item_signed16,Remove Signature,
msg_item_signed17,"You have equipment that is in ""Signature removing"" period.",
msg_item_signed18,Only equipment with higher level than 20 can be signed.,
msg_item_signed19,Signed equipment cannot be traded.,
msg_item_signed2,This equipment has been signed successfully.,
msg_item_signed3,This equipment is not signed.,
msg_item_signed4,Signature has been removed from this equipment.,
msg_item_signed5,This equipment has been registered to remove its signature.,
msg_item_signed6,Weapon and Assistant Talisman cannot be signed.,
msg_item_signed7,The soul infused item cannot be signed.,
msg_item_signed8,The signed item cannot be soul infused.,
msg_item_signed9,The signed item cannot be used as fortune item.,
MSG_ITEM_SILVER,Silver ,
MSG_ITEM_SINGLE,Your item box only can place one of this kind of items.,
MSG_ITEM_SMITHING_FAIL_COUNT,Combination failed: %d,
msg_item_telpos_clicktomark,The present location will be recorded on the item once it be used.,
msg_item_telpos_to,"Teleport to: %s [%d,%d]",
MSG_ITEM_TIMELIMIT,This item is expired.,
MSG_ITEM_TYPE_1,Wizard Flying Sword,
MSG_ITEM_TYPE_10,Tamer Crossbow,
MSG_ITEM_TYPE_2,Wizard Flying Blade,
MSG_ITEM_TYPE_3,Monk Shovel,
MSG_ITEM_TYPE_4,Monk Staff,
MSG_ITEM_TYPE_5,Fairy Flying Wheel,
MSG_ITEM_TYPE_6,Fair Buddha Pearl,
MSG_ITEM_TYPE_7,Assassin Chain Simitar,
MSG_ITEM_TYPE_8,Assassin Dagger,
MSG_ITEM_TYPE_9,Tamer Bow,
MSG_ITEM_TYPE_ERROR,Error,
MSG_ITEM_TYPE_UNKNOWN,Unknown ,
MSG_ITEM_UNDER_LOCK,Items are under password protection.,
MSG_ITEM_UPDATE_1,You must place original Talisman.,
MSG_ITEM_UPDATE_2,You must place target Talisman.,
MSG_ITEM_UPDATE_CONFIRM,"After the Talisman being enhanced, it will be bound.  You can't trade it any more.  Are you sure to enhance?",
MSG_ITEM_UPDATE_HINT,"Place original Talisman to the left, place target Talisman to the right. New one will be randomly decreased 1-3 level of Plus Rank.",
MSG_ITEM_USE_CONFIRM,"For your benefits, this item (Mount, Pet or some valuable items) will be bound with your current character after being used, which means it cannot be traded, transmitted or unbound any longer.  (If you plan to sell this item, please DO NOT use it).

Are you sure to use it and make it bound?",
MSG_ITEM_USE_ERROR_STATE,You can't use this item in current mode.,
MSG_ITEM_USE_NEED_OTHER,"Using item failed, you need have [%s].",
msg_item1,"Because this item is Golden quality or with Plus Rank >= 5, you can only trade out or transfer it only once within %d hours.  Are you sure to transfer it now?",
msg_item2,"With Golden quality or with Plus Rank >= 5, this item has been traded once within %d hours.  So for your safety of property, please transfer it after %d hours. (Sorry for this inconvenience, but your property safety is more important)",
msg_item3,%d hour(s) left.,
msg_item4,%d minute(s) left.,
msg_item5,%d second(s) left.,
msg_item6,"Mount is valuable item, so it cannot be used as Fortune Item.",
msg_item7,This item is only available to equipments under level 60.,
msg_item8,Only available to level 60+ equipment.,
MSG_ITEMFUSE,Merge Talisman,
MSG_ITEMFUSE_ERROR1,No original Talisman found in item box.,
MSG_ITEMFUSE_ERROR2,No target Talisman found in item box.,
MSG_ITEMFUSE_ERROR3,Original Talisman can't be the same with target Talisman.,
MSG_ITEMFUSE_ERROR4,Only same series Talisman can be merged.,
MSG_ITEMFUSE_ERROR5,You don't have the ability to merge the Talisman.,
MSG_ITEMFUSE_ERROR6,Level of target Talisman should be higher than original Talisman.,
MSG_ITEMFUSE_ERROR7,Quality of target Talisman should be higher than original Talisman.,
MSG_ITEMFUSE_ERROR8,Expired items can't be merged.,
MSG_ITEMFUSE_ERROR9,Quality of target Talisman cannot be inferior to that of the original one.,
MSG_ITEMUPDATE_ERROR1,You only can enhancing Talisman of your profession.,
MSG_ITEMUPDATE_ERROR2,Only Talisman can be enhanced.,
msg_killed_info1,"You have participated PK in Arena for %s times, so this time will not be counted.",
msg_lastoffline_time_notify,Your last login time: %d-%d-%d %2d:%2d,
msg_leasing_over,"Operation failed, Lucky bag is expired.",
msg_leasingbank_already_exist,The warehouse package you hired is still valid.,
msg_leasingbank_fail,"Warehouse package operation failed, please try later.",
msg_leasingbank_success,Warehouse package operation success.,
msg_leasingtime,Expired Time: %d/%02d/%02d %02d:%02d,
msg_leave_battle,Leave Battle,
msg_leave_ectype,"You are not in the team, you will be transfered out of the scenario in %d seconds. ",
MSG_LEV_NOTENOUGH,Require Level %d,
msg_level,Level,
MSG_LEVEL_LE,Level should lower than %d.,
MSG_LEVEL_SHOW,Level  %d  %03.2f%%,
msg_level_x,level %d,
msg_levelupguide1,Scenario Name,
msg_levelupguide2,Most Suitable Hunting Area,
msg_levelupguide3,Monster Name,
msg_levelupguide4,Monster Level,
MSG_LIFESKILL_CONFIRM_STUDY,Are you sure to learn %s ?,
MSG_LIFESKILL_DEL,Are you sure to forget this living skill?,
MSG_LIFESKILL_ERR,Required %d level %s,
msg_lifeskill_err1,No skill %s.,
msg_lifeskill_err2,The skill recipe %s is activated.,
msg_lifeskill_err3,The skill recipe %s is not activated.,
MSG_LIFESKILL_ERROR1,You have not learnt the Living Skill.,
MSG_LIFESKILL_ERROR2,Your Living Skill level is too low.,
MSG_LIFESKILL_ERROR3,Not enough materials.,
MSG_LIFESKILL_ERROR4,You have to leave at least one blank in your item box.,
MSG_LIFESKILL_ERROR5,Only two living skills could be learnt.,
MSG_LIFESKILL_ERROR6,This recipe is not activated.,
MSG_LIFESKILL_EXIST,You have learned this living skill already.,
MSG_LIFESKILL_LEVLIMIT,You can't learn higher level living skills by now.,
MSG_LIFESKILL_STUDIED,You have learned this living skill:  %s,
msg_light,Lightning,
msg_lightarm,Lightning Resist,
MSG_LIGHTARM_HINT,"To level %d enemy,  lightning damage decrease: %.2f%%",
