程序导标记，不用翻译,,
STRID,LAN,Remark
sn001_huxue,Tiger Cave,
sn001_huoyundong,Fire Cloud Cave,
sn001_hulingzhaozenan,Snake Swamp South,
sn001_hulingzhaozebei,Snake Swamp North,
sn001_hulingzhaoze,Snake Swamp,
sn001_huanmogong,Skull Hollow,
sn001_honghuaxiaojin,Red Flower Alley,
sn001_honghuadongfu,Red Flower Cave,
sn001_heixinhuangyuan,Black Heart Wasteland,
sn001_heixincaoyuanxi,Black Campo West,
sn001_heixincaoyuan,Black Campo,
sn001_heiguqianguangchang,Darkness Valley Front Square,
sn001_heiguniaoshou,Darkness Valley Animals Zone,
sn001_heigulinyin,Darkness Valley Avenue,
sn001_heigujuzhu,Darkness Valley Living Zone,
sn001_heiguhouguangchang,Darkness Valley Back Square,
sn001_hanbingqv,Frost Zone,
sn001_guiyingzhaoze,Ghost Shadow Swamp,
sn001_guiwu,Laurel Room,
sn001_guihualin,Laurel Woods,
sn001_guihuajiandao,Laurel Road,
sn001_guihongsenlin,Ghost Din Woods,
sn001_guifengshangu,Ghost Wind Valley,
sn001_guguiping,Ancient Laurel Grounds,
sn001_gehoutai,Throat Rift Stage,
sn001_gaojjc,Senior PK Arena,
sn001_gaojijingji,Senior PK Arena,
sn001_fuxiantanquanyan,Spring of Fortune Pond,
sn001_fuxiantan,Fortune Pond,
sn001_fubingqv,Floating Ice Area,
sn001_feixue,Bandit Lair,
sn001_feileiling,Thunder Ridge,
sn001_emei,Golden Peak Mountain,
sn001_eimeishigou,Stalagmite Ravine,
sn001_eimeishanjiao,Piedmont of Golden Peak Mountain,
sn001_eimeijinding,Golden Peak,
sn001_eimeihoushan,Back Mountain of Golden Peak,
sn001_eguixianan,South of Devil Gorge,
sn001_eguixiabei,North of Devil Gorge,
sn001_eguixia,Devil Gorge,
sn001_eguiguanzhai,Cacodaemon Stockade,
sn001_duobixiongzhai,Arms Bear Residence,
sn001_duanbiya,Arm Broken Bluff,
sn001_diliewadi,Magma Bottomland,
sn001_danfang,Alchemical Room,
sn001_daijiachang_1,Dai's Field,
sn001_daijiachang,Dai's Field,
sn001_ciyunsiwai,Outside Black Wind Camp,
sn001_ciyunsishilao,Black Wind Camp Dungeon,
sn001_ciyunsi,Black Wind Camp,
sn001_chujjc,Junior PK Arena,
sn001_chujijingji,Junior PK Arena,
sn001_chishendong,Candor Cave,
sn001_chenjiazhuang,Chen's Manor,
sn001_chengduxijiao,West Suburb of Stone City ,
sn001_chengdunance,Stone City South,
sn001_chengdu,Stone City,
sn001_chendubeice,Stone City North,
sn001_changshazhen_1,Star Town,
sn001_changshazhen,Star Town,
sn001_caishichang,Stone Pit,
sn001_biyunzhudao,Green Bamboo Road,
sn001_biyunan,Green Bamboo Nunnery,
sn001_bixiecun,Mushroom Village,
sn001_biquanjian,Green Spring Gully,
sn001_bingjingshilin,Ice Prick Forest,
sn001_beitinggudi,North Resting Place,
sn001_baozilindi,Spore Forest,
sn001_baoxuejingji,Expert PK Arena,
sn001_baiyunan,White Nunnery,
sn001_baimanshan,Barbarian Mountain,
sn001_baihuashanjiao,Piedmont of Flowers Mountain,
sn001_baihuashan,Flowers Mountain,
sn001_baihuahoushan,Back Mountain of Flowers Mountain,
sn001_baihuaguanyin,Flowers Mountain Kwan-yin Nunnery,
sn001_baihuafenglin,Flowers Mountain Maple Slope,
sn001_baihuachaoyin,Tide Cave,
sn001_baifu,White Mansion,
Scenestable_zhongkongqv,Central Hall,
Scenestable_zhaozeqv,Miasma Area,
Scenestable_yunlingshanshexue,Cloud Mountain Snake Cave,
Scenestable_yinhudong,Silver Fox Cave,
Scenestable_yinge,Cryptic Chamber,
Scenestable_yinfengdongjintou,The End of Chill Wind Cave,
Scenestable_yinfengdong,Barbarian Mountain Chill Wind Cave,
Scenestable_yaorendongfufb,Vast Mountain Bewitcher Cave,
Scenestable_yaorendongfu,Bewitcher Cave,
Scenestable_yanjiangqv,Magma Area,
Scenestable_xvkong,Flying Turtleback,
Scenestable_wulongtankou,Puddle Entryway,
Scenestable_wulongtan,Poison Dragon Puddle,
Scenestable_wugongqv,Centipede Zone,
Scenestable_wenzhuqv,Spider Chamber,
Scenestable_wanzhujian,Bamboo Valley,
Scenestable_shuizhiqv,Bloodsucker Zone,
Scenestable_shirenbuluo,Man-eater Tribe,
Scenestable_sdtfb001,Sorrow Temple,
Scenestable_sd002,Jade Scarp,
Scenestable_renjiandiyu,Butcher Hell,
Scenestable_qiyundong,Ease Cloud Cave,
Scenestable_qixintaichongsheng,Seven Stars Stage,
Scenestable_qixingtai,Seven Stars Stage,
Scenestable_qingluoshanmogong,Whorl Mountain Fantasy Palace,
Scenestable_pve,South Border Land,
Scenestable_ningbiyamidong,Lotus Cave,
Scenestable_nanjiangqv,South Frontier Area,
Scenestable_lvcunbieyuan,Loo's Court,
Scenestable_liuliqingong,Five Elements Palace,
Scenestable_kulouqv,Skull Tomb,
Scenestable_jiuqvpo,Nine Crook Slope,
Scenestable_jisishentan,Secret Altar,
Scenestable_jilejiejie,Dream Paradise,
Scenestable_kongquehezhishang,Peacock River Sorrow Cave,
Scenestable_jiguanfang,Machine Mill,
Scenestable_huzhuashantengxvdong,Tiger Mountain Rattan Cave,
Scenestable_houhuayuan,Backyard,
Scenestable_hanbingchi,Ice Mirror Pool,
Scenestable_gumuqv,Ancient Catacomb,
Scenestable_guildarea,Guild Demesne,
Scenestable_guihuashanlin,Laurel Hillside,
Scenestable_guihuashanfubenchongsheng,Laurel Mountain Laurel Wonderland,
Scenestable_guihuashanfuben,Laurel Mountain Laurel Wonderland,
Scenestable_guanxintai,Star Tower,
Scenestable_ducaoya,Poison Plant Scarp,
Scenestable_ciyunsihuanxidian,Black Wind Camp Happiness Hall,
Scenestable_bingmayong,Secret Cemetery,
Scenestable_3c,Group Arena,
Scenesfight_sd002,Convoy Lady Lee,
Scenesfight_sd001,Protect Master Ku,
Scenesfight_entercon1_2_2,Character below level 40 is not allowed to enter.,
Scenesfight_entercon1_2,Character below level 10 is not allowed to enter.,
Scenesfight_entercon1,Red name player is not allowed to enter.,
scenes_ylsshexue,Cloud Mountain Snake Cave,
scenes_cychuanxidian,Black Wind Camp Happiness Hall,
Role_SkinColor_6,Color 6,
Role_SkinColor_5,Color 5,
Role_SkinColor_4,Color 4,
Role_SkinColor_3,Color 3,
Role_SkinColor_2,Color 2,
Role_SkinColor_1,Color 1,
Role_Shape_Small2,Smaller,
Role_Shape_Small1,Small,
Role_Shape_Normal,Normal,
Role_Shape_Big2,Larger,
Role_Shape_Big1,Large,
qcIndex,"It was created by the Heaven Child, Li Jing Xu, who is also called Master Jing Xu.  He used to fight against Evils with Master Long-eyebrow.  The business is in the charge of Officer Tian Du and Ming He, because he is wandering outside nearly all the year.  Assassin's attack skill is famous for being fierce and tough.,,,,
,,
Standard Point: HP / Stamina Point,,
Weapons: Chain Simitar and Dagger",,,,,,,,,
pop_title5,Check Player Info,
pop_title4,Delete (NPC),
pop_title3,Ban for 7 days,
pop_title2,Chat Off for 5m,
pop_title1,Kick [$name$],
point_shop_zahuo,Grocery Shop,
point_shop_xinshoucunwuqi,Newbie Village Weapon,
point_shop_xinshoucunshuidian,Newbies Village Water Shop,
point_shop_fomengshuidian,Monk Water Shop,
point_shop_emeishuidian,Wizard Water Shop,
point_shop_chengdushuidian,Stone City Water Shop,
pet5186,Red-crowned Crane,
pet5185,Nine Tails Fox,
pet4648,Mini Mech Monster,
pet4603,Moonlight Cavy,
pet4602,Firefly Cavy,
pet442,Blue Hornbill,
pet441,Red Hornbill,
pet440,Siberian Husky,
pet439,Golden Husky,
pet210,Golden Monkey,
pet209,Little Wild Mule,
pet208,Ganoderma,
pet207,Little Onion,
pet19,Grey Rabbit,
pet157,Little Panda,
number_zui,(MT3),
number_zhong,(MT15),
number_zhao,(MT5),
number_zhan,(MT9),
number_xiao,(MT4),
number_wei,(MT13),
number_wan,(MT1),
number_tuo,(MT11),
number_shan,(MT16),
number_ru,(MT8),
number_quan,(MT2),
number_li,(MT12),
number_jin,(MT7),
number_jia,(MT6),
number_ji,(MT14),
number_duo,(MT17),
number_dou,(MT10),
npc_shop_zahuodian1,Grocery Shop1,
npc_shop_yunlingshengwang,Reputation Merchant,
npc_shop_yunlingshancunshuidian,Cloud Village Water Shop,
npc_shop_yunlingshanchengduwuqi,Cloud Mountain and Stone City Equipment Shop,
npc_shop_yuebing,Moon Cake Shop,
npc_shop_xueshancunshuidian,Snow Village Water Shop,
npc_shop_xinshoucunwuqi,Newbie Village Weapon,
npc_shop_xinshoucunshuidian,Newbies Village Water Shop,
npc_shop_qingluoshanshuidian,Whorl Mountain Water Shop,
npc_shop_mangcangshan,Reputation Merchant,Vast
npc_shop_lijiangcunwuqidian,Beauty Village Equipment Shop,
npc_shop_lijiangcunshuidian,Beauty Village Medicine Shop,
npc_shop_huzhuashanshengwang,Reputation Merchant,
npc_shop_guihuashanshuidian,Laurel Mountain Water Shop,
npc_shop_fomengshuidian,Monk Water Shop,
npc_shop_emeishuidian,Wizard Water Shop,
npc_shop_daijiachang,Dai's Field Drugstore,
npc_shop_ciyunsishengwang,Reputation Shop,
npc_shop_ciyunshuidian,Black Wind Water Shop,
npc_shop_chengdushuidian,Stone City Water Shop,
npc_shop_chengdushengwang,Reputation Merchant,
npc_assign_7,Snake Area,
npc_assign_67,Sky Village Field,
npc_assign_66,South Suburb of  Sky Village,
npc_assign_63,Little Cockroach,
npc_assign_61,Wolf King,
npc_assign_60,Wolf Son,
npc_assign_6,Centipede Area,
npc_assign_59,Cave,
npc_assign_56,Red Flower Cave,
npc_assign_55,Laurel Machine Man,
npc_assign_54,Laurel Machine Monster,
npc_assign_52,Laurel Mountain,
npc_assign_45,Outer Darkness Valley,
npc_assign_44,Piedmont of Flowers Mountain,
npc_assign_43,Camp Cella,
npc_assign_42,Tiger Mountain Wild Mule Slope,
npc_assign_39,Black Wind Camp Happiness Hall,
npc_assign_38,Tiger Mountain Cave,
npc_assign_36,Tiger Mountain Crow Forest,
npc_assign_35,Crow Forest Cacique Area,
npc_assign_34,Tiger Mountain Crow Forest,
npc_assign_32,Tiger Mountain Bramble Hill,
npc_assign_30,Outer Woods of Camp,
npc_assign_29,Black Wind ,
npc_assign_28,Outside Camp,
npc_assign_26,Camp Bridge,
npc_assign_25,Stone City Red-Light Alley,
npc_assign_24,Centipede Area,
npc_assign_23,Newbies Bandits Area,
npc_assign_21,Newbies Swamp Area,
npc_assign_14,Stone City,
npc_assign_10,Ghost Area,
npc_assign_1,Newbies Hunting Area,
npc_99,Sun Nan,
npc_98,Examinee Zhou,
npc_97,Examinee Song,
npc_96,Zhang Si,
npc_95,Sagamore Black Ghost,
npc_94,Evil Tao Beard,
npc_93,Evil Tao He,
npc_92,Fa-Yuan,
npc_91,Zaton,
npc_90,Green Robe Master Split Body,
npc_9,Servant of Snake Head,
npc_89,Golden Macaque,
npc_88,Little Golden Macaque,
npc_87,Wild Mule King,
npc_86,Wild Mule,
npc_85,Little Wild Mule,
npc_84,Female Aborigine,
npc_83,Female Aborigine,
npc_82,Female Aborigine,
npc_81,Female Aborigine,
npc_80,Male Aborigine,
npc_8,Green Bamboo Snake King,
npc_79,Black Ghost Guard,
npc_78,Sturdy Aborigine,
npc_77,Male Aborigine,
npc_76,Golden Leopard,
npc_75,Fierce Tiger,
npc_74,Little Tiger,
npc_73,Poison Fly,
npc_72,Fire Tao,
npc_71,Iron Goatee Tao,
npc_70,Syren Without Eyebrow,
npc_7,Gemination Snake,
npc_69,Callet Head Young Stand-in,
npc_68,Callet,
npc_67,Chamber of Commerce Boss,
npc_66,He Shenyu,
npc_65,Lee Nan Cheng,
npc_64,Lee Nan Cun,
npc_63,Elite Mounted Brigand,
npc_62,Elite Roving Bandit,
npc_61,Roving Bandit,
npc_60,Mounted Brigand,
npc_6,Green Bamboo Snake,
npc_59,Cortege Qin,
npc_58,Yan Nan Fei,
npc_57,Dan Qiu Shen,
npc_5669,,
npc_5668,,
npc_5667,,
npc_5666,Apothecary,
npc_5665,Apothecary,
npc_5664,Blacksmith,
npc_5663,Blacksmith,
npc_5662,Transport Fay,
npc_5661,Warehouse Man,
npc_5660,Post Officer,
npc_5659,White Bone Demon,
npc_5658,Ghost Header,
npc_5657,Ghost Soldier,
npc_5656,,
npc_5655,Strong Guard,
npc_5654,Strong Guard,
npc_5653,Fantastic Stone,
npc_5652,Strange Stone,
npc_5651,Odd Fragment,
npc_5650,Blade Soul,
npc_5649,Quarry Villager,
npc_5648,Silver Net,
npc_5647,Treasure Chest,
npc_5646,Jade Necklace,
npc_5645,Ginseng,
npc_5644,,
npc_5643,Gate of Void,
npc_5642,Stone Sword,
npc_5641,Bamboo Shoots,
npc_5640,,
npc_5639,Evil Light Ball,
npc_5638,Evil Light Ball,
npc_5637,Militia of Bamboo Grove,
npc_5636,Scout of Bamboo Grove,
npc_5635,Yuha,
npc_5634,Dark Crystal,
npc_5633,Hell Flower,
npc_5632,Totem of Animal Teeth,
npc_5631,Buddha Statue,
npc_5630,Drug Stove,
npc_5629,Quarry Worker,
npc_5628,Ruthless Old Devil,
npc_5627,Iron Mask Buddha,
npc_5626,Bone Devil,
npc_5625,Dark Ranger,
npc_5624,Fierce Luo,
npc_5623,Scavenge Lizard,
npc_5622,Fierce Luo's Soldier,
npc_5621,Erratic Soul,
npc_5620,Erratic Soul Tower,
npc_5619,Deadly Ghost,
npc_5618,Ghost Soldier,
npc_5617,Evil Skeleton,
npc_5616,Gold Teeth Patriarch,
npc_5615,Yae Priest,
npc_5614,Evil Statue,
npc_5613,Yae Ranger,
npc_5612,Yae Soldier,
npc_5611,Dead Insect,
npc_5610,Redcloud,
npc_5608,Sir Black Dragon,
npc_5607,Quiac,
npc_5606,Shiqi,
npc_5605,Soc,
npc_5604,Master Wooyin,
npc_5603,Wind Jizon,
npc_5602,Stonemason Duan,
npc_5601,Fooson,
npc_5600,Tanci,
npc_56,Loong Fei Stand-in,
npc_5562,Little Snow Fox,
npc_5560,Horn Insect,
npc_5559,Old Fir Devil,
npc_5558,Elite Black Rock Man,
npc_5557,Elite Black Rock Man,
npc_5556,Elite Black Rock Man,
npc_5555,Elite Sword Soul,
npc_5554,Elite Sword Soul,
npc_5553,Elite Sword Soul,
npc_5552,Magic Barrier,
npc_5551,Hellfire Vessel,
npc_5550,Hellfire Vessel,
npc_5549,Soul of Ice Fox Lady,
npc_5548,Transport Fay,
npc_5547,Post Officer,
npc_5546,Warehouse Man,
npc_5545,Blacksmith,
npc_5544,Puzzled Goblin,
npc_5543,Hollow Swordsman,
npc_5542,Soul of Wizard Liyu,
npc_5541,Purple Crystal Ball,
npc_5540,Bamboo,
npc_5539,Food Bag,
npc_5538,Basket filled with Fruit,
npc_5537,Fishes,
npc_5536,Small Treasure Chest,
npc_5535,Pole Stone,
npc_5534,Woofi Grass,
npc_5533,Ice Fox Lady,
npc_5532,Childe Tangz,
npc_5531,Mad Python,
npc_5530,Secret Sword Soul,
npc_5529,Dark Rock Man,
npc_5528,Poisonous Bird,
npc_5527,Green Woods Devil,
npc_5526,Big Cavy,
npc_5525,Trembling Beetle,
npc_5524,Water Devil,
npc_5523,Gloomy Sword Taoist,
npc_5522,Bloody Worm,
npc_5521,Black Rock Man,
npc_5520,Sword Soul Guard,
npc_5519,Fir Woods Devil,
npc_5518,Strange Scorpion,
npc_5517,Granary Guard,
npc_5516,Orchard Woman,
npc_5515,Orchard Farmer,
npc_5514,Pheasant,
npc_5513,Lantern Shopkeeper,
npc_5512,Fat Chef,
npc_5511,Rich Elder,
npc_5510,Sophie,
npc_5509,,
npc_5508,,
npc_5507,,
npc_5506,Bonnie,
npc_5505,Villager Lisan,
npc_5504,Elder Qiu,
npc_5503,Wizard Liyu,
npc_5502,Elder Dong,
npc_5501,Lady Zexan,
npc_5500,Hunter Qiu,
npc_55,Lee Nanguo,
npc_5421, ,
npc_5420,Adept Flaming Lion,
npc_5418,Soul of South Border Warrior,
npc_5407,Mazarine Dragon Snake,
npc_5406,Scarlet Dragon Snake,
npc_5405,Happy Smithing Elder,
npc_5404,Wisdom Old Man,
npc_5403,Monkey Guard,
npc_5402,Monkey Guard,
npc_5401,Monkey Guard,
npc_5400,Monkey Guard,
npc_54,Muscle-man Wei ,
npc_5399,Monkey Guard,
npc_5398,Monkey Guard,
npc_5397,Monkey Guard,
npc_5396,Monkey Guard,
npc_5395,Monkey Guard,
npc_5394,Monkey Guard,
npc_5393,Monkey Guard,
npc_5392,Monkey Guard,
npc_5391,Monkey Guard,
npc_5390,Monkey Guard,
npc_5389,Monkey Guard,
npc_5388,Monkey Guard,
npc_5387,Monkey Guard,
npc_5386,Monkey Guard,
npc_5385,Monkey Guard,
npc_5384,Monkey Guard,
npc_5383,Monkey Guard,
npc_5382, ,
npc_5381, ,
npc_5380, ,
npc_5379,Grand Datura Flower,
npc_5377,Auspicious Monster,
npc_5376,Monkey Guard,
npc_5375,Monkey Pitcher,
npc_5374,Monkey Chief,
npc_5373,Points Merchant (bound goods),
npc_5367,[no_use],
npc_5366,Warehouse Man,
npc_5365,Blacksmith,
npc_5364,Apothecary,
npc_5363,Incredible Gigantic Ape,
npc_5362,Purple Barrier,
npc_5361,Purple Barrier,
npc_5360,Spore Dwarf,
npc_5359,Blood Evil Magus,
npc_5358,Aerolite Giant,
npc_5357,Meteor Giant,
npc_5356,Lava Kicker,
npc_5355,Diamond Monster,
npc_5354,Spore Demon,
npc_5353,Young Monkey Pitcher,
npc_5352,Young Monkey Fighter,
npc_5351,The King of Pig Face Cat,
npc_5350,Young Monk,
npc_5349,Two-Year Anniversary Herald,
npc_5348,Nanmu Herald,
npc_5347,Myth Stele (Teleport to Exit),
npc_5346,Myth Stele (Teleport to Exit),
npc_5345,Myth Stele (Teleport to Exit),
npc_5344,Myth Stele (Teleport to Exit),
npc_5343,Myth Stele (Teleport to Exit),
npc_5342,Caravan Captain,
npc_5341,Caravan Survivor,
npc_5340,Monk Huian,
npc_5339,Scout of Cloud Mountain,
npc_5338,Bulletin Board of Guild War,
npc_5337,! Q Merchant !,
npc_5336,! Misc Merchant !,
npc_5335,! Gem Merchant !,
npc_5334,Sir Shoyo,
npc_5333,Floating Ghost,
npc_5332,Moon Rabbit,
npc_5331,Celestial Pearl of Four Stars,
npc_5330,Celestial Pearl of Three Stars,
npc_5329,Celestial Pearl of Two Stars,
npc_5328,Celestial Pearl of One Star,
npc_5327,,
npc_5326,Evil Chieftain,
npc_5325,Evil Chieftain,
npc_5324,Elite Flying Snake,
npc_5323,Elite Flying Centipede,
npc_5322,Barren Blader,
npc_5321,Lurker,
npc_5319,Transport Fay,
npc_5318,Tourist Guide of Moon Dragon Village,
npc_5315,Courage Herald,
npc_5314,Racing Line,
npc_5313,Unruly Dog,
npc_5312,Cassia Thief,
npc_5311,Check Point,
npc_5310,End Point,
npc_5309,Senior Racing Admin,
npc_5308,Junior Racing Admin,
npc_5307,Blood Oath Owner,
npc_5306,Lady Cristina,
npc_5305,Sir Adam,
npc_5301,Handsome Man,
npc_5300,Courage Merchant,
npc_53,Tamer Tao Huang,
npc_5299,Niulang,
npc_5298,Yue Lao,
npc_5297,Red-crowned Crane,
npc_5296,Nine Tails Fox,
npc_5295,East and West of Simen Mountain,
npc_5294,Old Site of Village and South of Simen Mountain,
npc_5293,Dry Woods,
npc_5292,Suburb Monster,
npc_5241,Forage,
npc_5240,Blue Frost and White Snow,
npc_5239,Militia of Crow Forest,
npc_5238,Messenger Guard,
npc_5237,Horse Bear Guard,
npc_5236,Jokul Practicer,
npc_5235,Jokul Soldier,
npc_5234,Jokul Hunter,
npc_5233,Fortune Pool Prentice,
npc_5232,Knight Retinue,
npc_5231,Patrolman,
npc_5230,Yellow Mountain Prentice,
npc_5229,Assassin Prentice,
npc_5228,Militia of Crow Forest,
npc_5227,Messenger of Clear Water Dam,
npc_5226,Villager of White Bear Village,
npc_5225,Jokul Swordsman,
npc_5224,Jokul Soldier,
npc_5223,Jokul Hunter,
npc_5222,Red Flower Fairy,
npc_5221,Qilu Knight,
npc_5220,Patrolman,
npc_5219,Yellow Mountain Practicer,
npc_5218,Assassin Prentice,
npc_5216,Warehouse Man,
npc_5214,Jolly Aura,
npc_5213,Trainer,
npc_5212,Trainer,
npc_52,Iron Arms Lee,
npc_5193,Skeleton Fighter,
npc_5192,Skeleton,
npc_5191,Red-crowned Crane,
npc_5190,Nine Tails Fox,
npc_5188,Heavy Armored Beast,
npc_5187,Heavy Armored Beast,
npc_5186,Heavy Armored Beast,
npc_5185,Heavy Armored Beast,
npc_5184,Heavy Armored Beast,
npc_5183,Floating Soul,
npc_5182,Floating Soul,
npc_5181,Floating Soul,
npc_5180,Floating Soul,
npc_5179,Floating Soul,
npc_5178,Floating Soul,
npc_5177,Floating Soul,
npc_5176,Soul of Earth Guardian,
npc_5175,Soul of Fire Guardian,
npc_5174,Soul of Water Guardian,
npc_5173,Soul of Wood Guardian,
npc_5172,Soul of Metal Guardian,
npc_5171,Magic Ward,
npc_5170,Wisdom Word Stone,
npc_5169,Reviviscent Green Robe Master,
npc_5168,Angel Warrior Tang,
npc_5167,Taoist Xindzi,
npc_5166,Fallen Libardo,
npc_5165,Earth Guardian,
npc_5164,Fire Guardian,
npc_5163,Water Guardian,
npc_5162,Wood Guardian,
npc_5161,Metal Guardian,
npc_5160,Seven Color Butterfly,
npc_5159,Larva,
npc_5158,Butterfly Pupa,
npc_5157,Medicine Baby,
npc_5156,Puppet Child,
npc_5155,Armored Rhino Monster,
npc_5154,Wicked Stab Frog,
npc_5153,Freak Butcher,
npc_5152,Strong Horse Soldier,
npc_5151,Lingering Ghost,
npc_5150,Lava Giant,
npc_5149,Evil Crossbowman,
npc_5148,Heavy Armored Beast,
npc_5147,Buddha Lotus,
npc_5146,Sir Iron Palm,
npc_5145,Evil Bone Dragon,
npc_5144,Skeleton Fighter,
npc_5143,Four-hand Yaksha,
npc_5142,Armored Ape,
npc_5141,Immortal Crocodile,
npc_5140,Silver Fox,
npc_5139,Imitation of Poison Insect,
npc_5138,Millenary Red Spider,
npc_5137,Fungus Baby,
npc_5136,Ginseng Baby,
npc_5135,Monster Enthusiast,
npc_5134,Presbyter of Witchcraft Slave,
npc_5133,Wounded Person,
npc_5132,Mountain Jackal,
npc_5131,Poison Spore,
npc_5130,Master Yanju,
npc_5129,Xiao Huo,
npc_5128,Practicer Situ,
npc_5127,Assassin Master Jack,
npc_5126,Sir Lu,
npc_5125,Fairy Prentice,
npc_5124,Monk Prentice,
npc_5123,Monk Hui,
npc_5122,Lady Lily,
npc_5121,Taoist Flying Rainbow,
npc_5120,Lady Jing,
npc_5119,Ice Silver Thread,
npc_5118,Crystal Rose,
npc_5117,Red Roc Grass,
npc_5116,Red Spider Spawn,
npc_5115,Black Iron Ore,
npc_5114,Maze Grass,
npc_5113,Black Demon Gravel,
npc_5112,Bright Stone,
npc_5111,Wisdom Word Stone,
npc_5110,Scorpion Deer Man,
npc_5109,Bloodthirsty Mummy Shou,
npc_5108,Blade Master Sui,
npc_5107,Thunder Pearl Man,
npc_5106,Huge Blade Bao,
npc_5105,Cave Witch,
npc_5104,Magic Bowl Zheng,
npc_5103,Deadwood Dragon Li,
npc_5102,Sad Fire Shi,
npc_5101,Halberd Shadow Xuan,
npc_5100,Twin Wheel Peggy,
npc_51,Chase Geezer,
npc_5099,Blood Demon,
npc_5098,Iron Mask Guardsman,
npc_5097,Odd Evocator,
npc_5096,Tang's Guard,
npc_5095,Xindzi Guard,
npc_5094,Night Ghost,
npc_5093,Burma Poison Fly,
npc_5092,Evil Necromancer,
npc_5091,Wicked Ice Baby,
npc_5090,Evil Whipper,
npc_5089,Blood Horn Bull,
npc_5088,Blue Hair Blademan,
npc_5087,Red Spider,
npc_5086,Long Arm Beast,
npc_5085,Giant Earth Centipede,
npc_5084,Earth Centipede,
npc_5083,Sky Poison Insect,
npc_5082,Virtuous Witchcraft Slave,
npc_5081,Witchcraft Slave,
npc_5080,Scarlet Toad,
npc_5079,Small Long Arm Beast,
npc_5078,Purple Crystal Demon,
npc_5077,Hell Glum Demon,
npc_5076,Hell Fire Demon,
npc_5075,Dark Cursed Taoist,
npc_5074,Ghost Wind Sprite,
npc_5073,Wind Sprite,
npc_5072,Ghost Charm Taoist,
npc_5071,Wing Devil,
npc_5070,Hell Dog,
npc_5069,Wing Witch,
npc_5068,Dragon Fighter,
npc_5067,Dragon Servant,
npc_5066,Fire Eye Beast,
npc_5065,Blue Feather Archer,
npc_5064,Stab Blademan,
npc_5063,Rhino Panther,
npc_5062,Stab Soldier,
npc_5061,Gem Merchant,
npc_5060,Theurgy Lady,
npc_5059, ,
npc_5058, ,
npc_5057,Dragon Column,
npc_5056,Dragon Boat,
npc_5055,Rice Dumpling,
npc_5054,Floating Devil,
npc_5053,Dragon Boat Envoy,
npc_5052,Flying Thief,
npc_5051,Flying Thief,
npc_5050,Flying Thief,
npc_5049,Flying Thief,
npc_5048,Flying Thief,
npc_5047,Flying Thief,
npc_5046, ,
npc_5045,Wooden Box,
npc_5043,Hard Monk,
npc_5038,Talisman Fairy (Europe),
npc_5037,Ancient Vessel of Wood,
npc_5036,Teleport Stele,
npc_5035,Herborizing Apothecary,
npc_5034,Craven Villager,
npc_5033,Auctioneer,
npc_5032,Post Officer,
npc_5031,Nameless Warrior,
npc_5030,Master Young,
npc_5029,Scrubby Rogue,
npc_5028,Old Chest,
npc_5027,Wounded Villager,
npc_5026,Anya,
npc_5025,Chest,
npc_5024,Chest,
npc_5023,Soul of Tamer Tao Huang,
npc_5022,Soul of Chase Geezer,
npc_5021,Soul of Master Can,
npc_5020,Soul of Iron Arms Lee,
npc_5019,Soul of White Cloud Master,
npc_5018,Tamer Tao Huang,
npc_5017,Chase Geezer,
npc_5016,Master Can,
npc_5015,Iron Arms Lee,
npc_5014,White Cloud Master,
npc_5013,Bulletin Board,
npc_5012,Green Spirit,
npc_5011,Catched Kid,
npc_5010,Bandit's Chest,
npc_5009,Blue Wolf,
npc_5008,Buddha Jade Lion,
npc_5007,Flaming Lion,
npc_5006,Tree Warrior,
npc_5005,Floating Fire Pearl,
npc_5004,Earth Grass,
npc_5003,Lion Captain Loongwa,
npc_5002,Moon Dragon Strong Man,
npc_5001,Malefic Hong,
npc_5000,Guly Horn Horse,
npc_50,Solitary Ghost,
npc_5,Golden Horn Boa,
npc_4999,Evil Apprentice,
npc_4998,Dark Skull Demon,
npc_4997,Dark Skull Demon Split Body,
npc_4996,Dark Skull Demon Split Body,
npc_4995,Moon Dragon Warlock,
npc_4994,Blazing Stone Ogre,
npc_4993,Muscle Clawman,
npc_4992,Crimson Scorpion,
npc_4991,Bloodthirsty Bat,
npc_4990,Veins Silver Fox,
npc_4989,Nine Color Deer,
npc_4988,Moon Dragon Ninja,
npc_4987,Dark Spirit,
npc_4986,Burning Deadwood,
npc_4985,Evil Ganoderma,
npc_4984,Mountain Ghost,
npc_4983,Enchanter Tagel,
npc_4982,Moon Dragon Betrayer,
npc_4981,Odd Shaman,
npc_4980,Fat Badmash,
npc_4979,Moon Dragon Fighter,
npc_4978,Chest,
npc_4977,Silver Horn Hylarb,
npc_4976,Fighting Disciple,
npc_4975,Moon Dragon Guard,
npc_4974,Mauve Fruit Shrub,
npc_4973,Dragon Fruit Shrub,
npc_4972,Musk Deer,
npc_4971,Rose Snake,
npc_4970,Golden Horn Voolarb,
npc_4969,Rowdy Bandit,
npc_4968,Ruffian,
npc_4967,Blacksmith,
npc_4966,Apothecary,
npc_4965,Prying Fellow,
npc_4964,Moon Dragon Presbyter,
npc_4963,Moon Dragon Priest,
npc_4962,Blood Oath Fighter,
npc_4961,Old Squire,
npc_4960,Ancient Vessel of Fire,
npc_4959,Ancient Vessel of Metal,
